-0.041301 0.55151 -0.061684 0.051983 -0.038832 -0.26887 -0.31441 0.0020041 0.77545 0.1846 0.4684 -0.030662 -0.13762 0.32756 -0.35668 0.14821 0.51173 0.032848 -0.32891 0.21163 -0.4119 0.33111 -0.47656 -0.21511 0.13671 -0.48766 0.55791 0.0038138 -0.33774 0.34547 0.38831 0.091519 0.052404 0.23295 0.061055 -0.084643 0.22145 -0.64021 0.41226 -0.30372 -0.0014981 0.54194 0.17945 0.29064 0.10306 -0.53275 0.62781 0.31549 0.15465 -0.1789 -0.36173 0.3916 0.418 0.62418 -0.075543 -0.31903 0.072233 -0.15604 -0.020914 0.39104 0.22123 0.65725 -0.42782 0.73912 -0.24202 -0.071169 -0.31232 0.31722 0.27189 -0.16966 0.48842 6.9496e-05 -0.10439 -0.18451 -0.12923 0.19986 0.71535 -0.13628 -0.079857 -0.075957 -0.46911 0.030091 -0.0568 -0.12856 -0.24067 -0.28933 0.054368 0.063548 -0.22369 0.083515 0.075649 0.20375 -0.21572 -0.51283 -0.043868 -0.32856 -0.27937 -0.053581 0.39427 -0.19174 0.013244 0.1864 -0.38788 -0.32823 -0.17393 0.78905 0.079615 0.091195 -0.44058 -0.19439 0.098479 0.74156 -0.36041 0.93677 0.45565 -0.31029 -0.062253 -0.29334 0.42652 -0.2319 -0.26086 0.14571 -0.00986 0.054552 -0.34057 0.16603 -0.19844 -0.33496 0.19031 -0.29394 -0.17244 0.5209 0.0069627 0.32123 0.4231 -0.10811 -0.10348 0.11855 -0.51607 -0.037817 0.22509 0.01697 -0.36857 -0.011303 -0.25572 -0.29641 0.55494 -0.20259 -0.34626 0.12383 0.045466 -0.13035 0.2312 -0.046223 -0.40327 -0.014819 -0.69136 -0.63101 0.42193 -0.037044 0.24314 -0.12998 0.57693 0.010797 -0.01523 -0.38062 0.085106 -0.014519 -0.15611 -0.15128 0.12477 -0.059444 0.2722 -0.022755 -0.13847 -0.17074 -0.38116 0.4102 0.50604 -0.25136 0.3026 0.23592 0.55298 0.25479 0.59711 0.17972 -0.059172 0.93688 -0.39743 -0.13329 0.47159 -0.22677 0.36961 -0.094734 -0.28297 0.43493 -0.31776 0.26969 0.2747 0.16266	Facts
0.43078 0.10287 -0.29584 0.072439 0.156 -0.48278 -0.84922 -0.29199 0.75885 0.20817 0.041467 0.32026 -0.32912 -0.068903 -0.26001 0.24787 0.31647 0.11378 -0.31439 0.4435 -0.44835 -0.20594 -0.42709 -0.93502 -0.11844 -0.52005 0.67575 -0.22413 -0.32427 0.26283 0.66575 0.34127 0.37929 0.29062 0.054642 -0.16216 0.047185 -0.08732 0.3189 -0.1703 0.2184 0.36547 0.091999 0.45691 0.073723 -0.061842 0.75028 0.34672 0.21991 0.11678 -0.25145 0.12234 0.62892 0.25962 -0.10999 -0.58342 0.094467 -0.32762 -0.20964 0.018402 0.12408 0.21628 -0.19306 0.79694 0.11003 -0.53083 -0.53972 0.22799 -0.30747 -0.27913 0.61228 0.28541 0.045135 -0.13262 0.23477 0.0023136 0.6473 0.2264 0.30091 -0.052747 -0.38348 0.41839 -0.093356 0.24267 -0.39542 -0.23362 0.14775 0.085977 -0.27295 -0.29489 0.35796 -0.071599 0.2338 -0.28966 -0.2832 -0.29825 -0.31527 -0.48441 0.13218 0.024309 -0.21388 0.70361 -0.40997 -0.58171 0.0033792 0.67874 0.27335 -0.0032584 -0.40591 -0.5195 -0.13574 0.27711 -0.18179 0.49844 0.55293 0.031267 0.16727 -0.51784 0.21323 -0.22288 -0.20193 0.049411 -0.16794 0.34246 -0.7061 0.089125 -0.1869 -0.44427 -0.091204 -0.39897 0.10773 0.53098 -0.034736 0.11109 0.066847 -0.26252 -0.38769 0.013435 0.031333 -0.14198 0.21529 0.054226 -0.34018 0.29109 -0.26484 -0.22856 1.042 0.027939 -0.19467 0.096989 -0.26847 0.25215 0.080558 -0.14174 -0.18749 -0.16317 -0.027051 -0.50414 0.13257 0.51894 0.10593 -0.31052 0.066897 -0.17717 0.33011 0.1869 0.28265 -0.4415 -0.171 0.2683 0.30088 -0.16267 0.1635 0.30148 0.17126 -0.59307 -0.30661 0.24709 0.46551 -0.37835 0.18571 0.15761 0.84677 0.3725 0.92353 0.20498 0.18832 0.82489 -0.51516 -0.65018 0.51609 0.054769 0.52242 0.2948 -0.13169 0.73719 -0.58341 0.18553 -0.098077 -0.48037	Facts
0.16605 -0.24445 -0.10528 0.10027 0.019964 -0.00361 -0.37301 -0.038886 0.59634 0.36232 -0.35796 0.13212 -0.22139 -0.12953 -0.038188 0.13279 0.044821 -0.0025079 0.032547 0.013165 0.041428 -0.17535 -0.094278 -0.31913 -0.041449 -0.29284 0.55586 -0.23493 -0.16839 -0.074404 0.1976 -0.012903 0.060264 -0.23608 -0.19078 -0.37612 -0.15169 0.14528 -0.066405 -0.050326 -0.2515 0.1679 0.21561 0.0091982 0.429 0.30658 0.36034 0.364 0.41031 0.29045 -0.26001 0.16415 0.2013 0.17918 -0.2244 -0.48465 -0.20746 0.32691 0.090695 -0.16466 0.12087 0.2078 -0.032663 0.49397 -0.22053 -0.1501 0.033654 -0.0044772 -0.068239 -0.038523 0.45023 0.081669 0.22195 -0.42287 0.18329 -0.030641 0.27619 0.14165 0.32558 -0.17774 0.029922 0.31085 -0.20938 0.013941 -0.20643 -0.39354 0.083593 0.13085 0.061287 -0.26572 0.25125 -0.038514 0.40705 -0.45051 -0.24066 -0.47736 -0.11807 0.084891 0.1207 -0.174 0.31578 0.22416 -0.11392 0.19994 0.072142 0.79094 -0.20957 0.19933 -0.15323 -0.0588 -0.30025 0.15993 -0.16052 0.10008 0.2601 -0.06152 0.20272 -0.58749 0.059028 0.11318 0.17676 0.14917 -0.22901 0.097847 -0.40521 0.11502 -0.17949 0.106 -0.12482 -0.20376 0.027922 0.1693 0.34233 0.071815 -0.20667 -0.060406 -0.07131 0.046638 0.045289 0.14809 -0.089091 0.036426 -0.26341 0.2084 0.20209 -0.2465 0.80562 0.14436 -0.010057 0.066531 -0.37694 -0.038007 0.095914 -0.3139 -0.1649 -0.34875 0.079068 0.39125 0.023054 0.058 -0.076146 0.047096 0.39185 0.2439 0.085793 -0.024509 -0.23911 -0.25095 -0.42848 -0.02774 0.12689 0.26749 0.074069 0.00093551 -0.21723 -0.058288 -0.10586 -0.27259 -0.003067 0.10931 -0.01575 0.19772 0.41384 0.36542 0.75036 0.14616 -0.11147 0.40522 -0.46596 -0.56429 -6.6497e-05 -0.025265 0.56956 0.22502 -0.087999 0.21382 -0.12176 0.16239 -0.042968 -0.24641	Facts
0.27879 -0.11512 -0.23631 0.066337 0.17924 -0.12719 -0.35233 -0.21078 0.35499 0.35992 -0.31638 0.11607 -0.075812 -0.26566 -0.14925 0.023912 0.076352 0.13368 -0.013926 0.13971 -0.083885 -0.16394 -0.046185 -0.37699 -0.090249 -0.073127 0.53034 -0.18839 -0.079888 -0.1541 0.0772 0.046363 -0.06695 -0.21862 -0.05104 -0.43905 -0.23862 0.26843 -0.012437 0.025139 -0.27053 0.22286 0.34514 -0.033358 0.26441 0.34051 0.31255 0.18368 0.37706 0.3995 -0.21014 0.04138 0.12092 0.22665 -0.22644 -0.48543 -0.12518 0.33371 0.16483 -0.11754 -0.016363 0.22075 -0.044341 0.59909 -0.22513 0.11513 0.10566 0.037989 0.021382 -0.23609 0.50271 0.25459 0.10655 -0.48013 0.030949 0.12175 0.16878 0.13318 0.43984 -0.050265 0.083809 0.38062 -0.35536 0.27094 -0.27893 -0.47918 -0.12934 0.042902 0.028368 -0.20434 0.24004 -0.037762 0.36292 -0.52685 -0.20016 -0.29362 -0.13983 0.092743 0.055553 -0.0063454 0.21607 0.35393 -0.078513 -0.015112 0.13245 0.53118 -0.35544 0.2524 -0.12596 0.0072802 -0.36083 0.18229 -0.25314 -0.011822 0.30162 0.075737 0.13196 -0.39111 -0.081841 0.084508 0.068478 0.046387 -0.0052215 0.28793 -0.47372 0.1292 -0.13708 0.062979 -0.024932 -0.28065 -0.037107 0.15381 0.18104 0.17487 -0.37934 -0.098736 -0.029526 0.13265 -0.041319 0.035313 -0.044237 0.10303 -0.14863 -0.057648 0.28961 -0.33148 0.55963 0.17093 0.054272 0.24491 -0.48276 -0.018621 0.13191 -0.17137 -0.042301 -0.28276 -0.092475 0.48358 -0.015526 0.019421 -0.12575 0.097676 0.36316 0.29593 -0.12348 -0.10092 -0.22099 -0.249 -0.58092 0.091299 0.20735 0.1988 -0.051912 -0.035879 -0.21325 -0.094405 -0.013886 -0.2529 0.076386 -0.12006 0.076834 0.28085 0.48261 0.16069 0.77661 0.025136 -0.20034 0.31375 -0.29766 -0.54856 0.0024511 0.11319 0.46919 0.17169 -0.12478 0.040289 0.028811 0.066953 -0.055458 -0.15089	Facts
0.17065 0.41583 -0.13007 0.17682 0.45873 -0.21689 -0.57108 -0.2416 0.45998 0.038651 0.094489 -0.35825 -0.26074 -0.14442 -0.32024 0.30521 0.035053 0.10811 -0.26264 0.084367 -0.27455 -0.082057 0.020076 -0.27443 0.31275 -0.049874 0.57881 -0.34587 -0.089683 0.086718 0.24702 -0.14049 -0.2186 -0.16159 0.15397 -0.17751 -0.060249 -0.052807 -0.048144 -0.20755 0.16505 0.35175 -0.2617 0.42899 0.13593 -0.36511 -0.07409 0.30777 -0.0046325 0.39804 -0.40843 0.2722 0.12363 0.54066 -0.47964 -0.054564 -0.079407 0.096462 -0.22522 0.18396 0.40434 0.38144 0.25179 0.33957 -0.25239 0.47163 0.2827 -0.13626 0.20283 -0.27281 0.31515 0.37729 0.25735 -0.29411 -0.4647 0.24584 0.28924 -0.03669 0.67138 -0.14597 -0.13846 0.20701 -0.17801 -0.026363 -0.079795 -0.46519 -0.04248 0.38746 -0.013877 -0.14496 -0.21733 0.063439 0.73024 -0.2765 0.097932 -0.27603 -0.22226 0.22079 -0.039966 0.043873 -0.045223 0.1128 -0.12312 -0.55228 0.14747 0.53327 0.1511 -0.028205 0.039281 0.1064 0.2588 0.17665 -0.15879 0.30662 0.68795 -0.17215 -0.16412 0.051693 0.19807 -0.045172 0.069353 -0.09385 -0.033764 0.16627 -0.61574 0.358 -0.14223 0.13793 -0.22392 -0.34951 -0.027729 0.13504 0.040883 0.23989 -0.10663 -0.052395 0.082835 0.16826 -0.31775 0.071107 -0.2509 -0.038531 -0.17438 -0.012743 0.22026 0.0071737 0.44408 -0.084103 -0.56923 0.3004 -0.30588 -0.064762 -0.11285 -0.49564 -0.022927 -0.13687 -0.20836 0.26096 0.47592 -0.063922 -0.34954 -0.096472 0.37215 -0.20087 0.12792 -0.35817 0.0090564 0.25524 -0.4243 -0.018213 0.0010389 0.4641 0.48329 0.088027 -0.16502 0.11888 -0.049319 0.064018 0.33811 0.019417 0.38458 -0.15624 0.42269 0.45943 0.72139 -0.088932 0.046108 0.27614 -0.58726 0.1879 0.18029 0.17589 0.22902 0.027227 0.28029 -0.1882 -0.14718 -0.10201 -0.40091 -0.20034	Facts
0.1865 0.10016 -0.18026 0.12506 0.32934 -0.08652 -0.30672 -0.19672 0.65695 0.47587 0.0076114 0.031055 -0.12989 0.091472 -0.10602 0.12074 0.19598 0.1427 -0.20767 0.18752 -0.10684 -0.16574 -0.13703 -0.22388 0.052452 -0.09555 0.44788 -0.32799 -0.19582 0.22505 0.25262 0.076843 -0.099211 0.00033586 -0.096778 -0.066655 -0.13427 0.04142 0.048729 -0.20143 -0.27785 0.30951 0.24543 0.076314 0.19303 -0.072593 0.41879 0.2891 0.25397 0.41594 -0.25263 0.36388 0.29433 0.42476 -0.3003 -0.25219 0.0050194 -0.089563 -0.060968 -0.03614 0.17843 0.53565 -0.1401 0.34269 -0.067975 0.015943 -0.028161 0.045029 0.11923 -0.16291 0.48427 0.064698 0.011437 -0.30883 -0.1467 0.18032 0.38311 -0.085203 0.37375 -0.087712 -0.035435 0.20036 -0.18825 0.11978 -0.16968 -0.35542 0.21744 0.20251 -0.10853 -0.09136 0.22789 0.15025 0.17241 -0.25157 -0.11728 -0.19497 -0.31291 -0.18585 0.11225 0.16458 0.21667 0.4756 -0.38737 -0.31626 0.044595 0.30319 0.083896 0.21526 -0.13355 0.099471 -0.18845 0.2093 -0.24131 0.299 0.075087 -0.083698 0.08308 -0.45806 0.22549 -0.21681 0.055219 0.4005 0.037336 0.041154 -0.34394 0.16948 -0.25972 -0.16377 -0.24582 -0.22967 -0.086639 0.26734 -0.030702 0.074823 0.093721 0.0076803 -0.095328 0.025384 -0.0001569 -0.020631 -0.21543 0.049473 -0.096064 -0.014296 0.19753 -0.040075 0.26741 -0.023382 -0.0313 0.21854 -0.13096 0.059932 -0.050415 -0.31562 -0.027926 -0.13067 -0.20457 -0.089634 0.33895 0.16514 -0.02829 0.11642 0.39825 0.018382 0.039752 -0.10614 0.012123 -0.02296 -0.22004 -0.14305 0.1306 0.093881 -0.0090289 0.089758 -0.15684 0.071636 -0.025961 0.15403 0.20146 -0.16447 0.17551 0.0078243 0.43987 0.30653 0.6817 0.10442 -0.22001 0.35791 -0.64542 -0.21856 0.069157 0.036615 0.43122 0.23248 0.073557 -0.062764 -0.10207 0.1836 -0.10703 0.046947	Facts
0.49243 -0.26867 -0.0088393 0.072463 0.13544 -0.55185 -0.5221 -0.65162 0.70726 0.31023 0.28307 -0.68994 -0.13483 -0.10631 -0.66935 0.078549 0.33817 0.37888 -0.63005 0.1278 0.094908 -0.036005 -0.12347 -0.363 -0.15249 -0.014926 0.36007 -0.555 -0.061884 -0.39118 0.042309 -0.15466 -0.50325 -0.098366 0.10701 -0.60045 -0.30986 0.085289 0.075585 -0.1014 -0.61189 0.46955 0.55819 0.48035 0.44662 -0.046796 0.0096604 0.84481 0.27779 0.23594 -0.31702 0.35713 0.32854 1.0329 -0.46015 0.2102 0.49042 0.14739 -0.027204 0.69967 0.29142 0.82788 -0.020938 0.35652 -0.46637 0.41591 0.1211 -0.32736 -0.031335 -0.29634 -0.12717 -0.33743 0.17781 -0.48339 -0.13149 0.62171 0.17913 0.1119 0.63951 -0.19717 -0.067912 0.062568 -0.056344 0.27617 -0.48747 -0.60195 0.18264 0.38747 0.04499 -0.073605 0.34429 0.14983 0.59358 -0.29767 -0.085896 -0.70564 -0.31002 0.18816 0.023446 0.73303 0.15575 0.33266 -0.46748 0.19908 -0.28939 0.43931 -0.5964 0.69419 0.04053 0.23946 -0.2228 0.13356 -0.62963 1.0284 0.24539 0.020441 -0.030988 -0.29733 -0.066757 -0.28504 0.6181 0.072332 -0.13714 -0.013632 -0.4715 0.23417 -0.0093685 0.11081 -0.05943 -0.26463 -0.045272 0.22314 0.40343 0.12224 0.17041 0.15477 -0.17694 -0.14259 -0.56829 0.15011 -0.91617 0.061336 -0.36859 -0.37434 0.48452 -0.00313 0.32834 -0.45843 -0.17044 0.53707 0.048045 -0.14616 -0.40043 -0.25027 0.35481 -0.55565 -0.42273 0.23132 0.42201 -0.1733 -0.17246 0.28653 0.8441 0.074804 0.2809 0.084366 0.50606 0.16065 -0.3102 -0.087182 0.48965 0.51482 0.095047 -0.13858 -0.21619 0.83826 0.065663 0.44519 0.52718 -0.20307 0.86069 0.17229 0.86346 0.39586 0.87447 0.35852 -0.28629 -0.10467 -1.0454 0.36945 0.18607 0.29726 0.7738 0.28916 0.46547 0.25478 -0.67532 -0.19116 -0.28977 0.21089	Facts
0.39986 -0.29575 -0.2402 0.029372 0.055444 -0.39222 -0.41163 -0.40125 0.39782 0.14357 -0.21882 -0.30353 -0.14025 -0.081546 -0.48148 0.1616 0.19609 -0.1143 -0.12838 0.11217 -0.14396 -0.062008 0.15974 -0.37343 0.047895 -0.067216 0.44974 -0.21544 -0.099302 -0.056723 -0.040712 -0.17231 -0.14175 -0.13915 -0.07281 -0.63805 -0.14854 0.037559 -0.1102 0.068905 -0.58227 0.30263 0.29892 0.024312 0.23684 0.27373 0.063045 0.45194 0.42299 0.38631 -0.27821 0.052065 -0.015554 0.44722 -0.37744 -0.2272 -0.079694 0.095583 0.29416 0.10337 0.12779 0.46576 -0.26118 0.37116 -0.2344 0.38313 0.26979 -0.085876 -0.30405 -0.28834 0.22893 0.019142 0.29235 -0.29586 -0.054573 0.095059 0.39195 0.07924 0.41002 -0.26882 -0.12303 0.27681 -0.066884 0.3124 -0.21932 -0.51168 -0.13745 0.34248 0.18313 -0.27892 -0.16545 0.091807 0.34803 -0.57782 -0.37885 -0.54676 -0.098737 0.24039 0.15588 0.45276 0.58017 0.14899 -0.3329 -0.012904 -0.091094 0.42802 -0.25361 0.70998 -0.16148 0.16347 -0.18475 0.32012 -0.2355 0.59005 0.39383 -0.15932 -0.27688 -0.30446 -0.012529 -0.016938 0.32621 0.04843 -0.11903 0.091804 -0.1896 0.14685 0.02757 -0.053475 0.037281 -0.32727 -0.061963 0.40609 0.20893 0.06428 -0.22572 0.10363 -0.19164 -0.034288 -0.20983 0.23514 -0.079833 0.22616 -0.17235 -0.092585 0.26332 -0.062659 0.27492 -0.11354 -0.16248 0.41107 -0.34557 0.084354 0.027688 -0.23943 0.26118 -0.32642 -0.15276 0.16248 0.39742 -0.074274 0.011777 0.11052 0.6434 0.54304 0.19813 -0.046033 0.15545 -0.019336 -0.40105 0.13921 0.19028 0.35137 -0.04235 0.039645 -0.024061 0.42329 -0.093505 0.21212 0.32374 -0.23718 0.43162 0.37663 0.61712 0.46515 0.79559 0.1369 -0.25575 0.3697 -0.42132 -0.27251 0.023771 0.096536 0.44323 0.21146 0.036785 0.13467 -0.40057 -0.28479 -0.25642 0.022179	Facts
0.19459 -0.37499 -0.73261 0.020407 -0.060999 -0.44464 -0.3701 -0.40361 0.15466 0.091087 -0.15216 -0.072719 0.34941 0.142 -0.39865 -0.04184 0.34944 0.189 -0.136 0.21582 -0.013763 0.088964 -0.32787 -0.32332 -0.039201 -0.17678 0.4482 -0.19339 0.0068123 0.23095 0.094199 0.061139 -0.10727 0.17869 -0.38455 -0.27825 -0.16458 -0.080308 0.044005 0.042936 -0.19975 0.029187 0.49757 0.27858 0.24064 -0.17 0.33736 0.33451 0.33546 0.31407 -0.35969 -0.20477 -0.065047 0.23371 -0.13744 0.073066 0.12503 -0.15962 -0.19173 0.20137 -0.029071 0.33479 0.027984 0.16427 -0.32388 0.10132 -0.014439 0.18369 -0.02951 -0.42064 0.32038 -0.15208 0.1669 0.083315 -0.34151 0.51265 0.59927 -0.13028 0.3011 -0.052811 -0.29482 0.15893 -0.22216 0.11942 0.15906 -0.26662 0.078929 0.19349 -0.15228 -0.213 0.26726 0.39932 0.15126 -0.17798 -0.14741 -0.24815 -0.12169 -0.27245 -0.13025 0.006098 0.10375 0.541 -0.16332 -0.36963 -0.18109 0.036362 -0.46705 0.11422 -0.051758 -0.28194 -0.27254 -0.040329 -0.11543 0.36406 -0.053862 0.045562 0.034459 -0.31715 0.018638 -0.39271 0.0046603 0.0020094 0.23159 0.18483 -0.52047 0.24225 -0.045635 -0.36072 -0.52791 -0.37865 0.29395 0.71048 0.065741 0.05134 0.12108 -0.012911 -0.45608 -0.24843 0.029862 -0.023118 -0.19263 0.25481 0.14069 -0.049804 0.15379 -0.16646 0.43361 0.068132 -0.21548 -0.022354 -0.34963 -0.079416 -0.099871 -0.30375 -0.24836 -0.18161 -0.11342 -0.16384 0.44381 0.051853 0.071342 0.10729 0.39928 0.18269 0.015432 -0.50409 0.0492 -0.12044 -0.037673 -0.29047 0.1049 -0.076827 0.054174 0.17173 0.19948 -0.15436 -0.32372 0.41896 0.2909 -0.09406 0.19105 -0.014634 0.57743 0.12603 0.69964 -0.061276 0.012762 -0.043491 -0.56297 -0.1471 0.37939 0.27691 0.12692 -0.014441 0.12071 0.5006 -0.03016 0.043769 -0.10955 0.07488	Facts
0.56233 -0.66218 0.21721 0.2568 0.27718 3.2843e-05 -0.49129 0.43927 -0.13769 0.073633 0.027885 -0.016109 -0.12081 0.042733 -0.081336 0.014922 -0.094587 -0.10309 0.068704 0.75308 -0.30497 0.043342 -0.14284 0.34007 -0.46426 -0.19151 0.27731 0.27473 -0.14575 0.50014 0.016337 0.20081 -0.23578 0.18648 -0.55248 0.42165 -0.0097156 -0.062546 0.53261 0.25658 -0.53155 -0.19218 0.13548 0.060573 0.02698 -0.57875 0.095533 0.38263 -0.14086 0.51886 -0.246 -0.45769 -0.30086 -0.067346 0.064411 0.15456 -0.16754 -0.33172 -0.27402 0.090622 0.91131 0.23148 0.51071 0.39492 -0.21244 0.0044497 -0.027497 0.098398 -0.14509 -0.30136 0.18662 0.31549 0.27907 -0.37325 -0.5342 0.30267 0.08232 -0.0025448 0.24992 0.16745 0.52307 -0.37917 -0.029719 -0.34417 0.0080817 0.02088 -0.20129 -0.18535 0.1631 -0.1039 -0.48875 -0.19381 0.17085 -0.096978 0.060609 0.14709 -0.0084792 0.48509 -0.30457 0.23376 0.37572 0.14149 -0.13503 -0.068488 -0.23382 -0.23435 0.35717 0.0090284 0.44843 -0.0747 0.26903 0.39667 -0.87626 -0.50351 0.81241 -0.043402 -0.19234 0.36109 -0.039788 0.073032 0.3681 -0.55193 -0.042204 0.17879 0.70099 -0.096127 0.12436 -0.40099 0.20988 0.22883 0.39639 0.19132 -0.55657 0.11997 0.035575 -0.49731 -0.013427 0.15608 0.4548 0.041913 -0.29944 0.27409 0.11288 0.027052 -0.56485 0.055063 0.022266 0.28416 -0.050037 -0.36148 -0.015887 0.39991 -0.26495 -0.26249 -0.096184 0.079651 -0.63619 0.056739 0.28461 0.08644 -0.35533 -0.28991 0.13216 -0.19236 -0.2666 -0.38268 0.59177 0.5201 0.24706 -0.053831 -0.19292 -0.35247 -0.3426 0.96369 0.18568 -0.11459 0.49481 -0.11383 0.016506 0.16518 -1.0088 -0.27397 -0.62141 -0.57899 -0.22264 -0.049078 0.16548 -0.030257 -0.47234 -0.41115 -0.057797 0.28358 0.19289 0.37186 -0.082777 -0.25749 -0.19193 0.094269 -0.048482 -0.34843	Facts
